data_hora,ip,pagina,idioma,resolucio,referer,durada
"2025-11-25 20:03:57","43.173.176.252","pag_principal","en-US","1280x1200","","None"
"2025-11-25 02:41:40","173.252.82.1","pag_principal","en-US","2000x2000","http://m.facebook.com","None"
"2025-11-25 02:41:24","173.252.82.9","pag_principal","en-US","412x915","http://m.facebook.com","None"
"2025-11-24 18:11:46","43.173.177.17","pag_principal","en-US","1280x1200","","None"
"2025-11-24 10:21:53","170.247.223.140","pag_principal","en-US","800x600","","None"
"2025-11-23 23:58:20","95.164.156.192","pag_principal","en-US","800x600","","None"
"2025-11-23 17:17:17","66.249.68.132","pag_principal","en-US","412x732","","None"
"2025-11-23 13:58:31","43.173.180.84","pag_principal","en-US","1280x1200","","None"
"2025-11-23 04:38:36","170.247.221.44","pag_principal","en-US","800x600","","None"
"2025-11-22 15:42:37","43.173.180.112","pag_principal","en-US","1280x1200","","None"
"2025-11-21 20:23:36","54.174.58.248","pag_principal","en-US","800x600","","None"
"2025-11-21 17:14:34","37.222.154.92","contacte","ca","1366x768","","None"
"2025-11-21 17:13:35","37.222.154.92","matematiques","ca","1366x768","","None"
"2025-11-21 17:13:35","37.222.154.92","pag_principal","ca","1366x768","","None"
"2025-11-21 15:38:06","66.220.149.51","pag_principal","en-US","2000x2000","http://m.facebook.com","None"
"2025-11-21 15:37:47","66.220.149.53","pag_principal","en-US","412x915","http://m.facebook.com","None"
"2025-11-21 15:17:58","62.36.116.149","pag_principal","es-ES","393x873","","None"
"2025-11-21 14:29:22","43.173.177.49","pag_principal","en-US","1280x1200","","None"
"2025-11-21 08:39:44","40.77.179.131","pag_principal","en-US","800x600","","None"
"2025-11-20 15:47:55","43.173.182.244","pag_principal","en-US","1280x1200","","None"
"2025-11-20 11:23:21","91.243.147.122","pag_principal","en-US","1536x864","https://www.google.com/","None"
"2025-11-20 07:37:36","170.247.221.74","pag_principal","en-US","800x600","","None"
"2025-11-20 06:31:29","40.77.179.212","pag_principal","en-US","800x600","","None"
"2025-11-20 05:38:54","66.249.68.133","pag_principal","en-US","412x732","","None"
"2025-11-20 04:23:59","66.249.68.133","pag_principal","en-US","412x732","","None"
"2025-11-19 16:09:46","149.56.150.42","pag_principal","en-US","1920x1080","","None"
"2025-11-19 07:14:20","74.125.150.134","pag_principal","en-US","360x600","","None"
"2025-11-19 03:43:09","143.137.165.111","pag_principal","en-US","800x600","","None"
"2025-11-18 13:01:21","43.173.175.17","pag_principal","en-US","1280x1200","","None"
"2025-11-18 11:56:40","173.252.127.6","pag_principal","en-US","2000x2000","http://m.facebook.com","None"
"2025-11-18 11:56:24","173.252.127.0","pag_principal","en-US","440x956","http://m.facebook.com","None"
"2025-11-18 11:22:06","94.131.64.84","pag_principal","en-US","800x600","","None"
"2025-11-18 08:23:51","188.63.6.57","pag_principal","en","1920x1080","","None"
"2025-11-18 04:34:58","74.125.150.132","pag_principal","en-US","360x600","","None"
"2025-11-18 03:43:06","44.242.164.168","pag_principal","en-US","800x600","","None"
"2025-11-17 23:46:19","149.57.191.26","pag_principal","en-US","1920x890","","None"
"2025-11-17 16:27:07","43.173.179.220","pag_principal","en-US","1280x1200","","None"
"2025-11-17 01:26:04","66.249.68.134","pag_principal","en-US","412x732","","None"
"2025-11-16 16:22:23","66.249.68.133","pag_principal","en-US","412x732","","None"
"2025-11-16 15:33:14","43.173.175.169","pag_principal","en-US","1280x1200","","None"
"2025-11-16 01:52:43","66.249.68.133","pag_principal","en-US","412x732","","None"
"2025-11-15 16:37:44","43.173.178.114","pag_principal","en-US","1280x1200","","None"
"2025-11-14 17:59:17","43.173.179.82","pag_principal","en-US","1280x1200","","None"
"2025-11-14 13:42:38","31.13.115.113","pag_principal","en-US","2000x2000","https://www.facebook.com/","None"
"2025-11-14 13:42:22","31.13.115.14","pag_principal","en-US","2000x2000","https://www.facebook.com/","None"
"2025-11-14 13:31:57","173.252.95.8","pag_principal","en-US","2000x2000","http://m.facebook.com","None"
"2025-11-14 13:31:39","173.252.95.37","pag_principal","en-US","440x956","http://m.facebook.com","None"
"2025-11-14 13:29:23","31.13.127.7","pag_principal","en-US","2000x2000","https://www.facebook.com/","None"
"2025-11-14 13:29:01","31.13.127.45","pag_principal","en-US","2000x2000","https://www.facebook.com/","None"
"2025-11-13 15:00:12","66.249.68.131","pag_principal","en-US","412x732","","None"
"2025-11-13 13:05:11","43.173.177.237","pag_principal","en-US","1280x1200","","None"
"2025-11-12 22:13:34","139.47.120.103","pag_principal","ca-ES","430x932","https://l.instagram.com/","None"
"2025-11-12 14:42:34","124.253.227.201","pag_principal","en-US","1366x768","https://www.google.com/","None"
"2025-11-12 14:42:08","124.253.227.201","intro","en-US","1366x768","","None"
"2025-11-12 14:41:03","124.253.227.201","contacte","en-US","1366x768","","None"
"2025-11-12 14:40:55","124.253.227.201","pag_principal","en-US","1366x768","","None"
"2025-11-12 14:32:05","106.217.187.123","pag_principal","en-US","1536x864","https://www.google.com/","None"
"2025-11-12 13:10:24","66.249.68.130","pag_principal","en-US","412x732","","None"
"2025-11-12 11:35:58","106.217.187.123","pag_principal","en-US","1680x1050","","None"
"2025-11-12 11:34:36","106.217.187.123","pag_principal","en-US","1536x864","","None"
"2025-11-12 05:56:12","79.116.217.211","matematiques","es-ES","393x873","","None"
"2025-11-12 05:55:39","79.116.217.211","pag_principal","es-ES","393x873","","None"
"2025-11-12 03:02:02","202.8.41.124","pag_principal","en-US","800x600","","None"
"2025-11-11 20:14:28","43.173.182.230","pag_principal","en-US","1280x1200","","None"
"2025-11-11 16:31:26","106.196.98.225","pag_principal","en-US","1536x864","https://www.google.com/","None"
"2025-11-11 15:12:39","106.196.98.225","contacte","en-US","1536x864","https://www.google.com/","None"
"2025-11-11 15:11:35","106.196.98.225","pag_principal","en-US","1536x864","https://www.google.com/","None"
"2025-11-11 14:37:34","79.117.198.232","pag_principal","es-ES","393x876","","None"
"2025-11-11 00:51:03","31.13.127.25","pag_principal","en-US","2000x2000","https://www.facebook.com/","None"
"2025-11-11 00:50:42","31.13.127.36","pag_principal","en-US","2000x2000","https://www.facebook.com/","None"
"2025-11-10 23:54:53","43.173.182.5","pag_principal","en-US","1280x1200","","None"
"2025-11-09 16:57:15","43.173.181.227","pag_principal","en-US","1280x1200","","None"
"2025-11-09 12:36:04","66.249.68.128","pag_principal","en-US","412x732","","None"
"2025-11-09 11:29:23","66.249.68.128","pag_principal","en-US","412x732","","None"
"2025-11-09 08:37:00","170.254.179.5","pag_principal","en-US","800x600","","None"
"2025-11-09 07:45:11","40.77.179.208","pag_principal","en-US","800x600","","None"
"2025-11-08 15:07:53","31.221.180.107","pag_principal","es-ES","360x800","","None"
"2025-11-08 11:53:41","43.152.150.28","pag_principal","en-US","3840x2160","","None"
"2025-11-08 10:47:33","37.223.97.41","pag_principal","es-ES","360x800","","None"
"2025-11-07 22:07:16","54.157.162.240","pag_principal","en-US","800x600","","None"
"2025-11-07 21:05:37","185.49.170.196","pag_principal","en-US","320x480","https://www.google.com/","None"
"2025-11-07 21:05:29","176.83.32.146","matematiques","es-ES","360x803","","None"
"2025-11-07 21:05:23","176.83.32.146","pag_principal","es-ES","360x803","","None"
"2025-11-07 17:52:06","186.179.59.98","pag_principal","en-US","800x600","","None"
"2025-11-07 14:30:47","79.117.81.201","pag_principal","es-ES","384x824","","None"
"2025-11-07 12:31:21","173.252.127.16","pag_principal","en-US","2000x2000","http://m.facebook.com","None"
"2025-11-07 12:31:00","173.252.127.15","pag_principal","en-US","412x915","http://m.facebook.com","None"
"2025-11-07 12:05:19","188.63.6.57","amplia","en","1920x1080","https://nescolam.com/en","None"
"2025-11-07 12:04:47","188.63.6.57","estadistica","en","1920x1080","https://nescolam.com/en","None"
"2025-11-07 12:04:45","188.63.6.57","trading","en","1920x1080","https://nescolam.com/en","None"
"2025-11-07 12:04:42","188.63.6.57","python","en","1920x1080","https://nescolam.com/en","None"
"2025-11-07 12:04:38","188.63.6.57","apps","en","1920x1080","https://nescolam.com/en","None"
"2025-11-07 12:04:33","188.63.6.57","pag_principal","en","1920x1080","https://nescolam.com/en","None"
"2025-11-07 12:04:30","188.63.6.57","enllac_extern","en","1920x1080","","None"
"2025-11-07 12:04:17","188.63.6.57","pag_principal","en","1920x1080","","None"
"2025-11-07 11:40:30","43.173.179.198","pag_principal","en-US","1280x1200","","None"
"2025-11-06 21:29:58","191.102.149.101","pag_principal","en-US","800x600","","None"
"2025-11-06 18:18:45","79.154.195.55","pag_principal","es-ES","384x824","","None"
"2025-11-06 16:03:32","43.173.181.252","pag_principal","en-US","1280x1200","","None"
"2025-11-06 13:31:06","79.154.195.55","pag_principal","es-ES","384x824","","None"
"2025-11-05 19:40:00","170.254.179.4","pag_principal","en-US","800x600","","None"
"2025-11-05 18:54:46","46.6.219.1","reforç","es-ES","393x873","","None"
"2025-11-05 18:54:32","46.6.219.1","matematiques","es-ES","393x873","","None"
"2025-11-05 18:54:29","46.6.219.1","pag_principal","es-ES","393x873","","None"
"2025-11-05 18:54:12","46.6.219.1","pag_principal","es-ES","393x873","","None"
"2025-11-05 18:52:51","46.6.219.1","matematiques","es-ES","393x873","","None"
"2025-11-05 18:52:46","46.6.219.1","matematiques","es-ES","393x873","","None"
"2025-11-05 18:52:36","46.6.219.1","pag_principal","es-ES","393x873","","None"
"2025-11-05 13:18:16","43.173.178.188","pag_principal","en-US","1280x1200","","None"
"2025-11-05 02:14:11","66.249.68.131","pag_principal","en-US","412x732","","None"
"2025-11-04 21:43:00","31.4.229.66","pag_principal","es-ES","360x880","","None"
"2025-11-04 15:07:18","43.173.178.235","pag_principal","en-US","1280x1200","","None"
"2025-11-03 22:26:09","185.117.225.123","pag_principal","en-US","1080x1920","","None"
"2025-11-03 01:25:47","65.55.210.186","pag_principal","en-US","800x600","","None"
"2025-11-02 20:56:37","66.249.68.128","pag_principal","en-US","412x732","","None"
"2025-11-02 16:07:49","43.173.181.159","pag_principal","en-US","1280x1200","","None"
"2025-11-02 00:15:25","170.231.251.104","pag_principal","en-US","800x600","","None"
"2025-11-01 15:29:49","43.173.182.36","pag_principal","en-US","1280x1200","","None"
"2025-10-31 20:51:34","31.13.115.115","pag_principal","en-US","2000x2000","http://m.facebook.com","None"
"2025-10-31 20:51:14","31.13.115.112","pag_principal","en-US","412x915","http://m.facebook.com","None"
"2025-10-31 20:16:31","173.252.95.116","pag_principal","en-US","2000x2000","https://www.facebook.com/","None"
"2025-10-31 20:16:16","173.252.95.17","pag_principal","en-US","2000x2000","https://www.facebook.com/","None"
"2025-10-31 11:46:18","43.166.168.245","pag_principal","en-US","1280x1200","","None"
"2025-10-31 05:33:49","66.249.68.128","pag_principal","en-US","412x732","","None"
"2025-10-31 02:17:22","35.93.98.100","pag_principal","en-US","800x600","","None"
"2025-10-31 00:32:44","44.202.39.252","pag_principal","en-US","800x600","","None"
"2025-10-30 13:59:56","43.173.175.132","pag_principal","en-US","1280x1200","","None"
"2025-10-30 12:51:20","195.254.149.226","matematiques","es-ES","1536x864","https://www.google.com/","None"
"2025-10-30 12:51:16","195.254.149.226","pag_principal","es-ES","1536x864","https://www.google.com/","None"
"2025-10-29 16:30:54","79.117.174.165","equip","ca","1600x900","https://nescolam.com/en","None"
"2025-10-29 16:30:46","79.117.174.165","pag_principal","ca","1600x900","https://nescolam.com/en","None"
"2025-10-29 16:30:44","79.117.174.165","enllac_extern","ca","1600x900","https://nescolam.com/es","None"
"2025-10-29 16:30:26","79.117.174.165","pag_principal","ca","1600x900","https://nescolam.com/es","None"
"2025-10-29 16:30:25","79.117.174.165","enllac_extern","ca","1600x900","https://nescolam.com/ca","None"
"2025-10-29 16:30:13","79.117.174.165","pag_principal","ca","1600x900","https://nescolam.com/ca","None"
"2025-10-29 16:30:11","79.117.174.165","enllac_extern","ca","1600x900","","None"
"2025-10-29 16:29:40","79.117.174.165","pag_principal","ca","1600x900","","None"
"2025-10-28 17:26:58","79.152.43.217","pag_principal","es-ES","1366x768","https://www.google.com/","None"
"2025-10-28 13:57:59","79.116.189.76","pag_principal","es-ES","1920x1080","","None"
"2025-10-28 13:47:29","79.116.189.76","pag_principal","es-ES","1920x1080","","None"
"2025-10-28 11:48:03","66.249.68.129","pag_principal","en-US","412x732","","None"
"2025-10-28 08:58:54","69.171.251.5","pag_principal","en-US","2000x2000","http://m.facebook.com","None"
"2025-10-28 08:58:36","69.171.251.4","pag_principal","en-US","412x915","http://m.facebook.com","None"
"2025-10-28 07:41:13","43.173.175.251","pag_principal","en-US","1280x1200","","None"
"2025-10-27 17:07:53","43.173.178.252","pag_principal","en-US","1280x1200","","None"
"2025-10-27 15:36:29","79.116.148.206","catala","es-ES","407x904","","None"
"2025-10-27 15:36:18","79.116.148.206","pag_principal","es-ES","407x904","","None"
"2025-10-27 13:14:34","92.184.108.50","pag_principal","es-FR","360x780","","None"
"2025-10-27 08:02:22","43.173.180.147","pag_principal","en-US","1280x1200","","None"
"2025-10-26 20:08:02","79.153.134.111","pag_principal","es-ES","390x844","https://www.linkedin.com/","None"
"2025-10-26 20:07:55","79.153.134.111","pag_principal","es-ES","390x844","https://www.linkedin.com/","None"
"2025-10-26 16:07:22","43.173.177.209","pag_principal","en-US","1280x1200","","None"
"2025-10-26 12:14:10","83.51.7.243","pag_principal","ca","384x854","","None"
"2025-10-26 07:59:30","43.173.178.16","pag_principal","en-US","1280x1200","","None"
"2025-10-25 22:37:57","74.125.150.128","pag_principal","en-US","360x600","","None"
"2025-10-25 09:56:35","51.159.102.241","pag_principal","en-US","800x600","","None"
"2025-10-25 09:35:49","18.117.177.242","pag_principal","en-US","1366x768","","None"
"2025-10-25 08:00:06","43.173.174.80","pag_principal","en-US","1280x1200","","None"
"2025-10-24 21:49:03","51.159.106.90","pag_principal","en-US","1280x720","","None"
"2025-10-24 17:43:45","66.249.68.129","pag_principal","en-US","412x732","","None"
"2025-10-24 13:17:28","43.173.180.215","pag_principal","en-US","1280x1200","","None"
"2025-10-24 08:08:18","79.117.222.143","pag_principal","es-ES","1600x900","https://qkio8dq9m2.execute-api.eu-west-1.amazonaws.com/","None"
"2025-10-24 08:00:16","43.173.177.229","pag_principal","en-US","1280x1200","","None"
"2025-10-24 01:34:15","205.169.39.8","pag_principal","en-US","800x600","","None"
"2025-10-23 19:29:19","31.13.127.47","pag_principal","en-US","2000x2000","https://www.facebook.com/","None"
"2025-10-23 19:28:58","31.13.127.54","pag_principal","en-US","2000x2000","https://www.facebook.com/","None"
"2025-10-23 17:21:56","138.99.38.83","pag_principal","en-US@posix","1280x720","","None"
"2025-10-23 14:12:38","84.79.206.223","pag_principal","es-ES","810x1080","https://www.google.com/","None"
"2025-10-23 14:12:12","84.79.206.223","pag_principal","es-ES","810x1080","https://www.google.com/","None"
"2025-10-23 14:11:05","84.79.206.223","catala","es-ES","810x1080","https://www.google.com/","None"
"2025-10-23 14:10:57","84.79.206.223","pag_principal","es-ES","810x1080","https://www.google.com/","None"
"2025-10-23 12:08:46","66.249.68.128","pag_principal","en-US","412x732","","None"
"2025-10-23 10:40:50","79.153.239.95","pag_principal","en-GB","1920x1080","https://www.google.com/","None"
"2025-10-23 10:36:47","79.153.239.95","probabilitat","en-GB","1920x1080","","None"
"2025-10-23 10:36:44","79.153.239.95","estadistica","en-GB","1920x1080","","None"
"2025-10-23 10:36:40","79.153.239.95","trading","en-GB","1920x1080","","None"
"2025-10-23 10:36:37","79.153.239.95","python","en-GB","1920x1080","","None"
"2025-10-23 10:36:33","79.153.239.95","matematiques","en-GB","1920x1080","","None"
"2025-10-23 10:36:09","79.153.239.95","pag_principal","en-GB","1920x1080","","None"
"2025-10-23 10:35:11","79.153.239.95","reforç","en-GB","1920x1080","https://www.linkedin.com/","None"
"2025-10-23 10:35:05","79.153.239.95","contacte","en-GB","1920x1080","https://www.linkedin.com/","None"
"2025-10-23 10:34:18","79.153.239.95","pag_principal","en-GB","1920x1080","https://www.linkedin.com/","None"
"2025-10-22 20:25:46","83.50.141.182","equip","es-ES","1920x1080","","None"
"2025-10-22 20:25:34","83.50.141.182","pag_principal","es-ES","1920x1080","","None"
"2025-10-22 15:06:46","79.154.100.31","trading","es-ES","428x926","https://www.google.com/","None"
"2025-10-22 15:06:41","79.154.100.31","pag_principal","es-ES","428x926","https://www.google.com/","None"
"2025-10-22 13:43:47","43.173.173.156","pag_principal","en-US","1280x1200","","None"
"2025-10-22 01:02:09","151.115.89.143","pag_principal","en-US","800x600","","None"
"2025-10-21 22:50:13","74.125.150.130","pag_principal","en-US","360x600","","None"
"2025-10-21 19:15:20","43.173.179.143","pag_principal","en-US","1280x1200","","None"
"2025-10-21 18:37:09","77.231.57.61","contacte","es-ES","390x844","","None"
"2025-10-21 18:17:23","31.4.226.180","contacte","es-ES","390x844","","None"
"2025-10-21 18:17:08","31.4.226.180","matematiques","es-ES","390x844","","None"
"2025-10-21 18:17:05","31.4.226.180","pag_principal","es-ES","390x844","","None"
"2025-10-21 16:39:21","79.117.174.58","matematiques","en-AU","390x844","https://www.google.com/","None"
"2025-10-21 16:39:21","79.117.174.58","pag_principal","en-AU","390x844","https://www.google.com/","None"
"2025-10-21 14:28:16","45.86.18.112","pag_principal","en-US","800x600","","None"
"2025-10-21 05:25:57","40.77.179.126","pag_principal","en-US","800x600","","None"
"2025-10-20 23:46:54","79.117.35.40","pag_principal","es-ES","1920x1080","","None"
"2025-10-20 23:45:22","79.117.35.40","cpp","es-ES","1920x1080","https://nescolam.com/es","None"
"2025-10-20 23:45:19","79.117.35.40","python","es-ES","1920x1080","https://nescolam.com/es","None"
"2025-10-20 23:45:13","79.117.35.40","apps","es-ES","1920x1080","https://nescolam.com/es","None"
"2025-10-20 23:45:10","79.117.35.40","trading","es-ES","1920x1080","https://nescolam.com/es","None"
"2025-10-20 23:45:03","79.117.35.40","pag_principal","es-ES","1920x1080","https://nescolam.com/es","None"
"2025-10-20 23:45:01","79.117.35.40","enllac_extern","es-ES","1920x1080","","None"
"2025-10-20 23:44:51","79.117.35.40","pag_principal","es-ES","1920x1080","","None"
"2025-10-20 18:45:17","79.117.213.212","amplia","es","1920x1080","https://www.bing.com/","None"
"2025-10-20 18:44:07","79.117.213.212","pag_principal","es","1920x1080","https://www.bing.com/","None"
"2025-10-20 18:42:49","79.117.213.212","matematiques","es","1920x1080","","None"
"2025-10-20 18:42:46","79.117.213.212","intro","es","1920x1080","","None"
"2025-10-20 18:42:44","79.117.213.212","contacte","es","1920x1080","","None"
"2025-10-20 18:42:35","79.117.213.212","amplia","es","1920x1080","","None"
"2025-10-20 18:42:31","79.117.213.212","intro","es","1920x1080","","None"
"2025-10-20 18:42:14","79.117.213.212","pag_principal","es","1920x1080","","None"
"2025-10-20 18:37:50","79.117.213.212","matematiques","es","1920x1080","https://nescolam.com/ca","None"
"2025-10-20 18:37:46","79.117.213.212","castella","es","1920x1080","https://nescolam.com/ca","None"
"2025-10-20 18:37:43","79.117.213.212","enllac_extern","es","1920x1080","","None"
"2025-10-20 18:37:43","79.117.213.212","pag_principal","es","1920x1080","https://nescolam.com/ca","None"
"2025-10-20 18:36:28","79.117.213.212","historia","es","1920x1080","","None"
"2025-10-20 18:36:25","79.117.213.212","probabilitat","es","1920x1080","","None"
"2025-10-20 18:35:52","79.117.213.212","trading","es","1920x1080","","None"
"2025-10-20 18:35:36","79.117.213.212","reforç","es","1920x1080","","None"
"2025-10-20 18:35:35","79.117.213.212","estiu","es","1920x1080","","None"
"2025-10-20 18:33:31","79.117.213.212","contacte","es","1920x1080","","None"
"2025-10-20 18:33:26","79.117.213.212","matematiques","es","1920x1080","","None"
"2025-10-20 18:33:24","79.117.213.212","pag_principal","es","1920x1080","","None"
"2025-10-20 18:27:15","79.117.213.212","pag_principal","es-ES","393x876","https://www.google.com/","None"
"2025-10-20 18:26:56","79.117.213.212","pag_principal","es-ES","393x876","","None"
"2025-10-20 18:24:04","79.117.213.212","pag_principal","es-ES","393x876","","None"
"2025-10-20 18:23:27","79.117.213.212","pag_principal","es-ES","393x876","","None"
"2025-10-20 17:17:35","43.173.177.112","pag_principal","en-US","1280x1200","","None"
"2025-10-20 11:53:36","79.153.35.62","pag_principal","es-ES","1920x1200","https://www.google.com/","None"
"2025-10-19 23:58:59","31.13.127.27","pag_principal","en-US","2000x2000","http://m.facebook.com","None"
"2025-10-19 23:58:39","31.13.127.4","pag_principal","en-US","440x956","http://m.facebook.com","None"
"2025-10-19 12:00:57","43.173.181.89","pag_principal","en-US","1280x1200","","None"
"2025-10-19 11:09:04","95.164.232.126","pag_principal","en-US","800x600","","None"
"2025-10-19 11:08:55","193.34.73.170","pag_principal","en-US","800x600","","None"
"2025-10-19 06:35:46","84.232.140.30","pag_principal","en-US","375x812","https://l.instagram.com/","None"
"2025-10-18 13:08:25","43.173.174.95","pag_principal","en-US","1280x1200","","None"
"2025-10-17 17:28:16","34.118.108.194","pag_principal","en-US","800x600","","None"
"2025-10-17 17:27:23","34.72.176.129","pag_principal","en-US","800x600","","None"
"2025-10-17 17:27:21","205.169.39.53","pag_principal","en-US","800x600","","None"
"2025-10-17 13:25:14","79.117.100.80","pag_principal","ca","1600x900","","None"
"2025-10-17 13:21:49","85.55.252.88","pag_principal","es-ES","375x812","https://www.google.com/","None"
"2025-10-17 13:20:30","85.55.252.88","pag_principal","es-ES","375x812","https://www.google.com/","None"
"2025-10-17 12:03:44","90.160.195.6","pag_principal","en-US","1920x1080","https://www.google.com/","None"
"2025-10-17 12:03:34","37.29.157.109","pag_principal","es-ES","1536x864","https://www.google.com/","None"
"2025-10-17 09:46:27","66.249.88.233","pag_principal","en-US","1024x768","","None"
"2025-10-17 09:46:07","66.249.88.233","pag_principal","en-US","1024x768","","None"
"2025-10-16 22:19:33","173.252.127.112","pag_principal","en-US","2000x2000","http://m.facebook.com","None"
"2025-10-16 22:19:13","173.252.127.1","pag_principal","en-US","412x915","http://m.facebook.com","None"
"2025-10-13 13:13:49","66.249.66.4","pag_principal","en-US","1024x1024","","None"
"2025-10-13 10:26:51","79.154.40.8","contacte","ca-ES","768x1024","","None"
"2025-10-13 10:25:52","79.154.40.8","pag_principal","ca-ES","768x1024","","None"
"2025-10-13 04:28:20","45.86.16.205","pag_principal","en-US","800x600","","None"
"2025-10-12 21:17:17","202.8.41.171","pag_principal","en-US","800x600","","None"
"2025-10-12 06:18:54","44.204.159.243","pag_principal","en-US@posix","1280x720","","None"
"2025-10-11 17:45:07","62.210.90.181","pag_principal","en-US","800x600","","None"
"2025-10-11 16:25:38","173.252.95.112","pag_principal","en-US","2000x2000","http://m.facebook.com","None"
"2025-10-11 16:25:17","173.252.95.42","pag_principal","en-US","412x915","http://m.facebook.com","None"
"2025-10-11 14:37:54","65.55.210.109","pag_principal","en-US","800x600","","None"
"2025-10-11 12:55:41","66.249.66.4","pag_principal","en-US","1024x1024","","None"
"2025-10-10 20:31:12","79.153.86.23","matematiques","ca","393x786","","None"
"2025-10-10 20:31:01","79.153.86.23","pag_principal","ca","393x786","","None"
"2025-10-09 23:29:54","185.117.225.220","pag_principal","en-US","1080x1920","","None"
"2025-10-09 08:20:31","176.84.179.246","intro","de-AT","1440x900","","None"
"2025-10-09 08:20:28","176.84.179.246","reforç","de-AT","1440x900","","None"
"2025-10-09 08:19:33","176.84.179.246","pag_principal","de-AT","1440x900","","None"
"2025-10-08 11:35:37","37.29.165.36","pag_principal","es-ES","393x873","","None"
"2025-10-08 07:28:46","176.191.196.242","contacte","fr","407x904","android-app://com.linkedin.android/","None"
"2025-10-08 07:28:05","176.191.196.242","amplia","fr","407x904","android-app://com.linkedin.android/","None"
"2025-10-08 07:27:52","176.191.196.242","estiu","fr","407x904","android-app://com.linkedin.android/","None"
"2025-10-08 07:27:50","176.191.196.242","reforç","fr","407x904","android-app://com.linkedin.android/","None"
